id,from,to,cost,nodes
2756,1320104078,1320103892,32.67,"['1320104078', '1316472000', '1320103892']"
2757,1320103892,1320104078,32.67,"['1320103892', '1316472000', '1320104078']"
2758,1320103892,1316472035,2.43,"['1320103892', '1316472035']"
2759,1316472035,1320103892,2.43,"['1316472035', '1320103892']"
2760,1316472035,1316472087,20.43,"['1316472035', '1316472087']"
2761,1316472087,1316472035,20.43,"['1316472087', '1316472035']"
2762,1316472087,1316471796,16.73,"['1316472087', '1316471796']"
2763,1316471796,1316472087,16.73,"['1316471796', '1316472087']"
2764,1316471796,1316471753,17.49,"['1316471796', '1316471753']"
2765,1316471753,1316471796,17.49,"['1316471753', '1316471796']"
2766,1316471753,1316472156,38.68,"['1316471753', '1316472159', '1316472156']"
2767,1316472156,1316471753,38.68,"['1316472156', '1316472159', '1316471753']"
2768,1316472156,1316472140,14.73,"['1316472156', '1316472140']"
2769,1316472140,1316472156,14.73,"['1316472140', '1316472156']"
2770,1316471742,1316471744,63.72,"['1316471742', '1316472152', '1316471744']"
2771,1316471744,1316471742,63.72,"['1316471744', '1316472152', '1316471742']"
2772,1316471993,1316472006,58.42,"['1316471993', '1316471811', '1316471800', '1316471864', '1316472006']"
2773,1316472006,1316471993,58.42,"['1316472006', '1316471864', '1316471800', '1316471811', '1316471993']"
2774,1316472028,1316471906,58.13,"['1316472028', '1316472145', '1316471906']"
2775,1316471906,1316472028,58.13,"['1316471906', '1316472145', '1316472028']"
2776,1316471906,1316471799,28.58,"['1316471906', '1316471799']"
2777,1316471799,1316471906,28.58,"['1316471799', '1316471906']"
2778,1316471799,1316472107,74.59,"['1316471799', '1316471933', '1316472107']"
2779,1316472107,1316471799,74.59,"['1316472107', '1316471933', '1316471799']"
2780,1316471775,1316471855,37.72,"['1316471775', '1316471855']"
2781,1316471855,1316471775,37.72,"['1316471855', '1316471775']"
2782,1316471855,1316471871,30.71,"['1316471855', '1316471871']"
2783,1316471871,1316471855,30.71,"['1316471871', '1316471855']"
2784,1316471871,1320104041,26.22,"['1316471871', '1320104041']"
2785,1320104041,1316471871,26.22,"['1320104041', '1316471871']"
2786,1320104041,1316471728,31.91,"['1320104041', '1316471728']"
2787,1316471728,1320104041,31.91,"['1316471728', '1320104041']"
2788,1316472084,1320103913,7.09,"['1316472084', '1320103913']"
2789,1320103913,1316472084,7.09,"['1320103913', '1316472084']"
2790,1320103913,1316472081,30.47,"['1320103913', '1316472081']"
2791,1316472081,1320103913,30.47,"['1316472081', '1320103913']"
2792,1316471804,1316472131,25.35,"['1316471804', '1316471953', '1316472131']"
2793,1316472131,1316471804,25.35,"['1316472131', '1316471953', '1316471804']"
2794,1316472131,1316471868,35.74,"['1316472131', '1316471991', '1316471868']"
2795,1316471868,1316472131,35.74,"['1316471868', '1316471991', '1316472131']"
2796,1316471868,1316471969,24.91,"['1316471868', '1316471969']"
2797,1316471969,1316471868,24.91,"['1316471969', '1316471868']"
2798,1316471745,1316472135,29.65,"['1316471745', '1316472135']"
2799,1316472135,1316471745,29.65,"['1316472135', '1316471745']"
2800,1316472135,1316471873,30.55,"['1316472135', '1316471873']"
2801,1316471873,1316472135,30.55,"['1316471873', '1316472135']"
2802,1316471712,1316471871,113.81,"['1316471712', '1316471928', '1316471730', '1316471871']"
2803,1316471871,1316471712,113.81,"['1316471871', '1316471730', '1316471928', '1316471712']"
2804,1316471871,1316471704,32.75,"['1316471871', '1316471704']"
2805,1316471704,1316471871,32.75,"['1316471704', '1316471871']"
2806,1316471704,1316471698,26.76,"['1316471704', '1316471698']"
2807,1316471698,1316471704,26.76,"['1316471698', '1316471704']"
2808,1316472154,1316471697,42.67,"['1316472154', '1316471697']"
2809,1316471697,1316472154,42.67,"['1316471697', '1316472154']"
2810,1316471723,1316471922,57.59,"['1316471723', '1316471956', '1316471922']"
2811,1316471922,1316471723,57.59,"['1316471922', '1316471956', '1316471723']"
2812,1316471713,1316471896,78.63,"['1316471713', '1316471896']"
2813,1316471896,1316471713,78.63,"['1316471896', '1316471713']"
2814,1316471775,1320103980,6.18,"['1316471775', '1320103980']"
2815,1320103980,1316471775,6.18,"['1320103980', '1316471775']"
2816,1320103980,1320103860,9.72,"['1320103980', '1320103860']"
2817,1320103860,1320103980,9.72,"['1320103860', '1320103980']"
2818,1320103860,1320104029,18.13,"['1320103860', '1316471845', '1320104029']"
2819,1320104029,1320103860,18.13,"['1320104029', '1316471845', '1320103860']"
2820,1320104029,1316471698,83.16,"['1320104029', '1316472176', '1316471720', '1316471698']"
2821,1316471698,1320104029,83.16,"['1316471698', '1316471720', '1316472176', '1320104029']"
2822,1316471698,1316471745,37.55,"['1316471698', '1316471745']"
2823,1316471745,1316471698,37.55,"['1316471745', '1316471698']"
2824,1316471732,1316471793,44.87,"['1316471732', '1316471989', '1316471793']"
2825,1316471793,1316471732,44.87,"['1316471793', '1316471989', '1316471732']"
2826,1316471822,1316471777,24.62,"['1316471822', '1316471777']"
2827,1316471777,1316471822,24.62,"['1316471777', '1316471822']"
2828,1316471777,1316472039,14.54,"['1316471777', '1316472039']"
2829,1316472039,1316471777,14.54,"['1316472039', '1316471777']"
2830,1316472136,1316471866,23.28,"['1316472136', '1316471866']"
2831,1316471866,1316472136,23.28,"['1316471866', '1316472136']"
2832,1316471789,1316472158,34.26,"['1316471789', '1316472158']"
2833,1316472158,1316471789,34.26,"['1316472158', '1316471789']"
2834,1316472149,1316472087,39.03,"['1316472149', '1316472058', '1316472087']"
2835,1316472087,1316472149,39.03,"['1316472087', '1316472058', '1316472149']"
2836,1316472111,1316471699,106.56,"['1316472111', '1316471794', '1316472054', '1316471912', '1316471699']"
2837,1316471699,1316472111,106.56,"['1316471699', '1316471912', '1316472054', '1316471794', '1316472111']"
2838,1316471976,1316471727,18.83,"['1316471976', '1316471727']"
2839,1316471727,1316471976,18.83,"['1316471727', '1316471976']"
2840,1316471727,1316472014,34.45,"['1316471727', '1316472014']"
2841,1316472014,1316471727,34.45,"['1316472014', '1316471727']"
2842,1316472014,1316471740,44.08,"['1316472014', '1316471740']"
2843,1316471740,1316472014,44.08,"['1316471740', '1316472014']"
2844,1316471927,1316472103,13.78,"['1316471927', '1316472103']"
2845,1316472103,1316471927,13.78,"['1316472103', '1316471927']"
2846,1316472103,1316471990,13.75,"['1316472103', '1316471990']"
2847,1316471990,1316472103,13.75,"['1316471990', '1316472103']"
2848,1316471990,1316472166,20.31,"['1316471990', '1316472166']"
2849,1316472166,1316471990,20.31,"['1316472166', '1316471990']"
2850,1316472156,1316471777,15.73,"['1316472156', '1316471777']"
2851,1316471777,1316472156,15.73,"['1316471777', '1316472156']"
2852,1316471777,1316472177,18.04,"['1316471777', '1316472177']"
2853,1316472177,1316471777,18.04,"['1316472177', '1316471777']"
2854,1316472177,1316471727,15.37,"['1316472177', '1316471901', '1316471727']"
2855,1316471727,1316472177,15.37,"['1316471727', '1316471901', '1316472177']"
2856,1316471727,1316472013,17.49,"['1316471727', '1316471907', '1316472013']"
2857,1316472013,1316471727,17.49,"['1316472013', '1316471907', '1316471727']"
2858,1316471875,1316472169,10.21,"['1316471875', '1316472169']"
2859,1316472169,1316471875,10.21,"['1316472169', '1316471875']"
2860,1316472169,1316472129,11.22,"['1316472169', '1316472129']"
2861,1316472129,1316472169,11.22,"['1316472129', '1316472169']"
2862,1316472129,1316471868,12.32,"['1316472129', '1316471868']"
2863,1316471868,1316472129,12.32,"['1316471868', '1316472129']"
2864,1316471879,1320104057,27.77,"['1316471879', '1316472127', '1320104057']"
2865,1320104057,1316471879,27.77,"['1320104057', '1316472127', '1316471879']"
2866,1320104057,1320103682,11.88,"['1320104057', '1320103682']"
2867,1320103682,1320104057,11.88,"['1320103682', '1320104057']"
2868,1320103682,1320104016,12.37,"['1320103682', '1320104016']"
2869,1320104016,1320103682,12.37,"['1320104016', '1320103682']"
2870,1320104016,1320103705,14.97,"['1320104016', '1316472167', '1320103705']"
2871,1320103705,1320104016,14.97,"['1320103705', '1316472167', '1320104016']"
2872,1320103705,1316471756,19.25,"['1320103705', '1316471756']"
2873,1316471756,1320103705,19.25,"['1316471756', '1320103705']"
2874,1316471855,1316471779,10.54,"['1316471855', '1316471779']"
2875,1316471779,1316471855,10.54,"['1316471779', '1316471855']"
2876,1316471779,1316471927,61.29,"['1316471779', '1316471791', '1316471842', '1316471927']"
2877,1316471927,1316471779,61.29,"['1316471927', '1316471842', '1316471791', '1316471779']"
2878,1316471927,1316471824,42.14,"['1316471927', '1316471824']"
2879,1316471824,1316471927,42.14,"['1316471824', '1316471927']"
2880,1316471726,1316471716,16.31,"['1316471726', '1316471716']"
2881,1316471716,1316471726,16.31,"['1316471716', '1316471726']"
2882,1316471716,1316472130,24.5,"['1316471716', '1316472130']"
2883,1316472130,1316471716,24.5,"['1316472130', '1316471716']"
2884,1316471832,1316472169,22.67,"['1316471832', '1316472169']"
2885,1316472169,1316471832,22.67,"['1316472169', '1316471832']"
2886,1316471913,1316471775,18.34,"['1316471913', '1316471775']"
2887,1316471775,1316471913,18.34,"['1316471775', '1316471913']"
2888,1316472039,1316472140,15.64,"['1316472039', '1316472140']"
2889,1316472140,1316472039,15.64,"['1316472140', '1316472039']"
2890,1316472140,1316471915,16.13,"['1316472140', '1316471915']"
2891,1316471915,1316472140,16.13,"['1316471915', '1316472140']"
2892,1316471915,1316471790,13.51,"['1316471915', '1316471897', '1316471790']"
2893,1316471790,1316471915,13.51,"['1316471790', '1316471897', '1316471915']"
2894,1316471790,1316471909,24.59,"['1316471790', '1316471909']"
2895,1316471909,1316471790,24.59,"['1316471909', '1316471790']"
2896,1316471909,1316471774,52.03,"['1316471909', '1316471774']"
2897,1316471774,1316471909,52.03,"['1316471774', '1316471909']"
2898,1316471960,1316472177,17.93,"['1316471960', '1316472177']"
2899,1316472177,1316471960,17.93,"['1316472177', '1316471960']"
2900,1316472177,1320103646,28.09,"['1316472177', '1316471738', '1320103646']"
2901,1320103646,1316472177,28.09,"['1320103646', '1316471738', '1316472177']"
2902,1320103646,1316471930,13.42,"['1320103646', '1316471930']"
2903,1316471930,1320103646,13.42,"['1316471930', '1320103646']"
2904,1316471848,1316471947,31.66,"['1316471848', '1316471947']"
2905,1316471947,1316471848,31.66,"['1316471947', '1316471848']"
2906,1316471947,1316471697,20.07,"['1316471947', '1316472133', '1316471697']"
2907,1316471697,1316471947,20.07,"['1316471697', '1316472133', '1316471947']"
2908,1316471697,1316471851,18.68,"['1316471697', '1316471851']"
2909,1316471851,1316471697,18.68,"['1316471851', '1316471697']"
2910,1316471851,1316472172,53.51,"['1316471851', '1316472172']"
2911,1316472172,1316471851,53.51,"['1316472172', '1316471851']"
2912,1316472172,1316471792,40.86,"['1316472172', '1316471703', '1316471792']"
2913,1316471792,1316472172,40.86,"['1316471792', '1316471703', '1316472172']"
2914,1316471705,1316472002,32.15,"['1316471705', '1316472002']"
2915,1316472002,1316471705,32.15,"['1316472002', '1316471705']"
2916,1316471773,1316472037,53.98,"['1316471773', '1316471798', '1316472037']"
2917,1316472037,1316471773,53.98,"['1316472037', '1316471798', '1316471773']"
2918,1316471841,1320103962,24.67,"['1316471841', '1320103962']"
2919,1320103962,1316471841,24.67,"['1320103962', '1316471841']"
2920,1320103962,1320103569,19.66,"['1320103962', '1320103569']"
2921,1320103569,1320103962,19.66,"['1320103569', '1320103962']"
2922,1320103569,1320104087,13.87,"['1320103569', '1320104087']"
2923,1320104087,1320103569,13.87,"['1320104087', '1320103569']"
2924,1320104087,1320103925,15.97,"['1320104087', '1320103925']"
2925,1320103925,1320104087,15.97,"['1320103925', '1320104087']"
2926,1320103925,1320103632,12.07,"['1320103925', '1320103632']"
2927,1320103632,1320103925,12.07,"['1320103632', '1320103925']"
2928,1320103632,1320104005,13.37,"['1320103632', '1320104005']"
2929,1320104005,1320103632,13.37,"['1320104005', '1320103632']"
2930,1320104005,1316472150,19.35,"['1320104005', '1316472150']"
2931,1316472150,1320104005,19.35,"['1316472150', '1320104005']"
2932,1316471835,1320104070,27.0,"['1316471835', '1316471967', '1320104070']"
2933,1320104070,1316471835,27.0,"['1320104070', '1316471967', '1316471835']"
2934,1320104070,1316472035,21.56,"['1320104070', '1316472035']"
2935,1316472035,1320104070,21.56,"['1316472035', '1320104070']"
2936,1316471830,1316471919,7.65,"['1316471830', '1316471919']"
2937,1316471919,1316471830,7.65,"['1316471919', '1316471830']"
2938,1316471919,1316472026,30.3,"['1316471919', '1316472026']"
2939,1316472026,1316471919,30.3,"['1316472026', '1316471919']"
2940,1316472135,1316471739,26.3,"['1316472135', '1316471923', '1316471739']"
2941,1316471739,1316472135,26.3,"['1316471739', '1316471923', '1316472135']"
2942,1316471739,1316471831,11.85,"['1316471739', '1316471831']"
2943,1316471831,1316471739,11.85,"['1316471831', '1316471739']"
2944,1316471831,1316471977,16.76,"['1316471831', '1316471977']"
2945,1316471977,1316471831,16.76,"['1316471977', '1316471831']"
2946,1316471899,1316472166,41.02,"['1316471899', '1316472166']"
2947,1316472166,1316471899,41.02,"['1316472166', '1316471899']"
2948,1316472166,1316471913,37.84,"['1316472166', '1316472106', '1316471913']"
2949,1316471913,1316472166,37.84,"['1316471913', '1316472106', '1316472166']"
2950,1316471844,1316471721,21.55,"['1316471844', '1316471721']"
2951,1316471721,1316471844,21.55,"['1316471721', '1316471844']"
2952,1316471721,1316471921,43.02,"['1316471721', '1316471885', '1316471921']"
2953,1316471921,1316471721,43.02,"['1316471921', '1316471885', '1316471721']"
2954,1316471815,1316472033,28.07,"['1316471815', '1316472033']"
2955,1316472033,1316471815,28.07,"['1316472033', '1316471815']"
2956,1316472103,1316471801,36.35,"['1316472103', '1316471801']"
2957,1316471801,1316472103,36.35,"['1316471801', '1316472103']"
2958,1316471801,1316471779,18.48,"['1316471801', '1316471959', '1316471779']"
2959,1316471779,1316471801,18.48,"['1316471779', '1316471959', '1316471801']"
2960,1316471741,1316471952,30.73,"['1316471741', '1316471952']"
2961,1316471952,1316471741,30.73,"['1316471952', '1316471741']"
2962,1316471734,1316471962,40.1,"['1316471734', '1316471962']"
2963,1316471962,1316471734,40.1,"['1316471962', '1316471734']"
2964,1316471704,1320103783,17.53,"['1316471704', '1320103783']"
2965,1320103783,1316471704,17.53,"['1320103783', '1316471704']"
2966,1320103783,1320103878,8.83,"['1320103783', '1320103878']"
2967,1320103878,1320103783,8.83,"['1320103878', '1320103783']"
2968,1320103878,1320103722,3.54,"['1320103878', '1320103722']"
2969,1320103722,1320103878,3.54,"['1320103722', '1320103878']"
2970,1320103722,1320104116,12.75,"['1320103722', '1320104116']"
2971,1320104116,1320103722,12.75,"['1320104116', '1320103722']"
2972,1320104116,1316471992,24.07,"['1320104116', '1316471992']"
2973,1316471992,1320104116,24.07,"['1316471992', '1320104116']"
2974,1316471751,1316471700,36.69,"['1316471751', '1316471700']"
2975,1316471700,1316471751,36.69,"['1316471700', '1316471751']"
2976,1316471891,1316471931,33.24,"['1316471891', '1316471812', '1316471931']"
2977,1316471931,1316471891,33.24,"['1316471931', '1316471812', '1316471891']"
2978,1316471702,1316472146,25.12,"['1316471702', '1316472146']"
2979,1316472146,1316471702,25.12,"['1316472146', '1316471702']"
2980,1316472146,1316471835,22.55,"['1316472146', '1316471701', '1316471835']"
2981,1316471835,1316472146,22.55,"['1316471835', '1316471701', '1316472146']"
2982,1316471835,1316472149,33.0,"['1316471835', '1316471856', '1316472149']"
2983,1316472149,1316471835,33.0,"['1316472149', '1316471856', '1316471835']"
2984,1316472149,1316472174,25.4,"['1316472149', '1316471717', '1316472174']"
2985,1316472174,1316472149,25.4,"['1316472174', '1316471717', '1316472149']"
2986,1316472174,1316471819,20.09,"['1316472174', '1316471819']"
2987,1316471819,1316472174,20.09,"['1316471819', '1316472174']"
2988,1316471998,1316472130,6.04,"['1316471998', '1316472130']"
2989,1316472130,1316471998,6.04,"['1316472130', '1316471998']"
2990,1316472130,1316471695,14.56,"['1316472130', '1316471695']"
2991,1316471695,1316472130,14.56,"['1316471695', '1316472130']"
2992,1316471695,1316471866,4.37,"['1316471695', '1316471866']"
2993,1316471866,1316471695,4.37,"['1316471866', '1316471695']"
2994,1316471866,1316472115,11.73,"['1316471866', '1316472115']"
2995,1316472115,1316471866,11.73,"['1316472115', '1316471866']"
2996,1316472115,1316471827,4.1,"['1316472115', '1316471827']"
2997,1316471827,1316472115,4.1,"['1316471827', '1316472115']"
2998,1316471827,1316471865,13.42,"['1316471827', '1316471865']"
2999,1316471865,1316471827,13.42,"['1316471865', '1316471827']"
3000,1316471865,1316471825,20.36,"['1316471865', '1316471825']"
