id,from,to,cost,nodes
2817,1645,1717,9.72,"['1320103860', '1320103980']"
2818,1645,1743,18.13,"['1320103860', '1316471845', '1320104029']"
2819,1743,1645,18.13,"['1320104029', '1316471845', '1320103860']"
2820,1743,846,83.16,"['1320104029', '1316472176', '1316471720', '1316471698']"
2821,846,1743,83.16,"['1316471698', '1316471720', '1316472176', '1320104029']"
2822,846,881,37.55,"['1316471698', '1316471745']"
2823,881,846,37.55,"['1316471745', '1316471698']"
2824,870,901,44.87,"['1316471732', '1316471989', '1316471793']"
2825,901,870,44.87,"['1316471793', '1316471989', '1316471732']"
2826,919,893,24.62,"['1316471822', '1316471777']"
2827,893,919,24.62,"['1316471777', '1316471822']"
2828,893,1036,14.54,"['1316471777', '1316472039']"
2829,1036,893,14.54,"['1316472039', '1316471777']"
2830,1059,947,23.28,"['1316472136', '1316471866']"
2831,947,1059,23.28,"['1316471866', '1316472136']"
2832,898,1071,34.26,"['1316471789', '1316472158']"
2833,1071,898,34.26,"['1316472158', '1316471789']"
2834,1066,1046,39.03,"['1316472149', '1316472058', '1316472087']"
2835,1046,1066,39.03,"['1316472087', '1316472058', '1316472149']"
2836,1049,847,106.56,"['1316472111', '1316471794', '1316472054', '1316471912', '1316471699']"
2837,847,1049,106.56,"['1316471699', '1316471912', '1316472054', '1316471794', '1316472111']"
2838,1011,868,18.83,"['1316471976', '1316471727']"
2839,868,1011,18.83,"['1316471727', '1316471976']"
2840,868,1029,34.45,"['1316471727', '1316472014']"
2841,1029,868,34.45,"['1316472014', '1316471727']"
2842,1029,876,44.08,"['1316472014', '1316471740']"
2843,876,1029,44.08,"['1316471740', '1316472014']"
2844,989,1047,13.78,"['1316471927', '1316472103']"
2845,1047,989,13.78,"['1316472103', '1316471927']"
2846,1047,1016,13.75,"['1316472103', '1316471990']"
2847,1016,1047,13.75,"['1316471990', '1316472103']"
2848,1016,1077,20.31,"['1316471990', '1316472166']"
2849,1077,1016,20.31,"['1316472166', '1316471990']"
2850,1070,893,15.73,"['1316472156', '1316471777']"
2851,893,1070,15.73,"['1316471777', '1316472156']"
2852,893,1082,18.04,"['1316471777', '1316472177']"
2853,1082,893,18.04,"['1316472177', '1316471777']"
2854,1082,868,15.37,"['1316472177', '1316471901', '1316471727']"
2855,868,1082,15.37,"['1316471727', '1316471901', '1316472177']"
2856,868,1028,17.49,"['1316471727', '1316471907', '1316472013']"
2857,1028,868,17.49,"['1316472013', '1316471907', '1316471727']"
2858,954,1078,10.21,"['1316471875', '1316472169']"
2859,1078,954,10.21,"['1316472169', '1316471875']"
2860,1078,1053,11.22,"['1316472169', '1316472129']"
2861,1053,1078,11.22,"['1316472129', '1316472169']"
2862,1053,948,12.32,"['1316472129', '1316471868']"
2863,948,1053,12.32,"['1316471868', '1316472129']"
2864,956,1755,27.77,"['1316471879', '1316472127', '1320104057']"
2865,1755,956,27.77,"['1320104057', '1316472127', '1316471879']"
2866,1755,1584,11.88,"['1320104057', '1320103682']"
2867,1584,1755,11.88,"['1320103682', '1320104057']"
2868,1584,1739,12.37,"['1320103682', '1320104016']"
2869,1739,1584,12.37,"['1320104016', '1320103682']"
2870,1739,1595,14.97,"['1320104016', '1316472167', '1320103705']"
2871,1595,1739,14.97,"['1320103705', '1316472167', '1320104016']"
2872,1595,887,19.25,"['1320103705', '1316471756']"
2873,887,1595,19.25,"['1316471756', '1320103705']"
2874,940,895,10.54,"['1316471855', '1316471779']"
2875,895,940,10.54,"['1316471779', '1316471855']"
2876,895,989,61.29,"['1316471779', '1316471791', '1316471842', '1316471927']"
2877,989,895,61.29,"['1316471927', '1316471842', '1316471791', '1316471779']"
2878,989,920,42.14,"['1316471927', '1316471824']"
2879,920,989,42.14,"['1316471824', '1316471927']"
2880,867,859,16.31,"['1316471726', '1316471716']"
2881,859,867,16.31,"['1316471716', '1316471726']"
2882,859,1054,24.5,"['1316471716', '1316472130']"
2883,1054,859,24.5,"['1316472130', '1316471716']"
2884,927,1078,22.67,"['1316471832', '1316472169']"
2885,1078,927,22.67,"['1316472169', '1316471832']"
2886,978,892,18.34,"['1316471913', '1316471775']"
2887,892,978,18.34,"['1316471775', '1316471913']"
2888,1036,1061,15.64,"['1316472039', '1316472140']"
2889,1061,1036,15.64,"['1316472140', '1316472039']"
2890,1061,980,16.13,"['1316472140', '1316471915']"
2891,980,1061,16.13,"['1316471915', '1316472140']"
2892,980,899,13.51,"['1316471915', '1316471897', '1316471790']"
2893,899,980,13.51,"['1316471790', '1316471897', '1316471915']"
2894,899,977,24.59,"['1316471790', '1316471909']"
2895,977,899,24.59,"['1316471909', '1316471790']"
2896,977,891,52.03,"['1316471909', '1316471774']"
2897,891,977,52.03,"['1316471774', '1316471909']"
2898,1003,1082,17.93,"['1316471960', '1316472177']"
2899,1082,1003,17.93,"['1316472177', '1316471960']"
2900,1082,1576,28.09,"['1316472177', '1316471738', '1320103646']"
2901,1576,1082,28.09,"['1320103646', '1316471738', '1316472177']"
2902,1576,991,13.42,"['1320103646', '1316471930']"
2903,991,1576,13.42,"['1316471930', '1320103646']"
2904,934,997,31.66,"['1316471848', '1316471947']"
2905,997,934,31.66,"['1316471947', '1316471848']"
2906,997,845,20.07,"['1316471947', '1316472133', '1316471697']"
2907,845,997,20.07,"['1316471697', '1316472133', '1316471947']"
2908,845,937,18.68,"['1316471697', '1316471851']"
2909,937,845,18.68,"['1316471851', '1316471697']"
2910,937,1080,53.51,"['1316471851', '1316472172']"
2911,1080,937,53.51,"['1316472172', '1316471851']"
2912,1080,900,40.86,"['1316472172', '1316471703', '1316471792']"
2913,900,1080,40.86,"['1316471792', '1316471703', '1316472172']"
2914,851,1023,32.15,"['1316471705', '1316472002']"
2915,1023,851,32.15,"['1316472002', '1316471705']"
2916,890,1034,53.98,"['1316471773', '1316471798', '1316472037']"
2917,1034,890,53.98,"['1316472037', '1316471798', '1316471773']"
2918,932,1707,24.67,"['1316471841', '1320103962']"
2919,1707,932,24.67,"['1320103962', '1316471841']"
2920,1707,1550,19.66,"['1320103962', '1320103569']"
2921,1550,1707,19.66,"['1320103569', '1320103962']"
2922,1550,1772,13.87,"['1320103569', '1320104087']"
2923,1772,1550,13.87,"['1320104087', '1320103569']"
2924,1772,1680,15.97,"['1320104087', '1320103925']"
2925,1680,1772,15.97,"['1320103925', '1320104087']"
2926,1680,1569,12.07,"['1320103925', '1320103632']"
2927,1569,1680,12.07,"['1320103632', '1320103925']"
2928,1569,1733,13.37,"['1320103632', '1320104005']"
2929,1733,1569,13.37,"['1320104005', '1320103632']"
2930,1733,1067,19.35,"['1320104005', '1316472150']"
2931,1067,1733,19.35,"['1316472150', '1320104005']"
2932,929,1759,27.0,"['1316471835', '1316471967', '1320104070']"
2933,1759,929,27.0,"['1320104070', '1316471967', '1316471835']"
2934,1759,1033,21.56,"['1320104070', '1316472035']"
2935,1033,1759,21.56,"['1316472035', '1320104070']"
2936,925,984,7.65,"['1316471830', '1316471919']"
2937,984,925,7.65,"['1316471919', '1316471830']"
2938,984,1030,30.3,"['1316471919', '1316472026']"
2939,1030,984,30.3,"['1316472026', '1316471919']"
2940,1058,875,26.3,"['1316472135', '1316471923', '1316471739']"
2941,875,1058,26.3,"['1316471739', '1316471923', '1316472135']"
2942,875,926,11.85,"['1316471739', '1316471831']"
2943,926,875,11.85,"['1316471831', '1316471739']"
2944,926,1012,16.76,"['1316471831', '1316471977']"
2945,1012,926,16.76,"['1316471977', '1316471831']"
2946,970,1077,41.02,"['1316471899', '1316472166']"
2947,1077,970,41.02,"['1316472166', '1316471899']"
2948,1077,978,37.84,"['1316472166', '1316472106', '1316471913']"
2949,978,1077,37.84,"['1316471913', '1316472106', '1316472166']"
2950,933,862,21.55,"['1316471844', '1316471721']"
2951,862,933,21.55,"['1316471721', '1316471844']"
2952,862,985,43.02,"['1316471721', '1316471885', '1316471921']"
2953,985,862,43.02,"['1316471921', '1316471885', '1316471721']"
2954,915,1032,28.07,"['1316471815', '1316472033']"
2955,1032,915,28.07,"['1316472033', '1316471815']"
2956,1047,906,36.35,"['1316472103', '1316471801']"
2957,906,1047,36.35,"['1316471801', '1316472103']"
2958,906,895,18.48,"['1316471801', '1316471959', '1316471779']"
2959,895,906,18.48,"['1316471779', '1316471959', '1316471801']"
2960,877,1000,30.73,"['1316471741', '1316471952']"
2961,1000,877,30.73,"['1316471952', '1316471741']"
2962,872,1005,40.1,"['1316471734', '1316471962']"
2963,1005,872,40.1,"['1316471962', '1316471734']"
2964,850,1621,17.53,"['1316471704', '1320103783']"
2965,1621,850,17.53,"['1320103783', '1316471704']"
2966,1621,1650,8.83,"['1320103783', '1320103878']"
2967,1650,1621,8.83,"['1320103878', '1320103783']"
2968,1650,1605,3.54,"['1320103878', '1320103722']"
2969,1605,1650,3.54,"['1320103722', '1320103878']"
2970,1605,1794,12.75,"['1320103722', '1320104116']"
2971,1794,1605,12.75,"['1320104116', '1320103722']"
2972,1794,1017,24.07,"['1320104116', '1316471992']"
2973,1017,1794,24.07,"['1316471992', '1320104116']"
2974,884,848,36.69,"['1316471751', '1316471700']"
2975,848,884,36.69,"['1316471700', '1316471751']"
2976,964,992,33.24,"['1316471891', '1316471812', '1316471931']"
2977,992,964,33.24,"['1316471931', '1316471812', '1316471891']"
2978,849,1063,25.12,"['1316471702', '1316472146']"
2979,1063,849,25.12,"['1316472146', '1316471702']"
2980,1063,929,22.55,"['1316472146', '1316471701', '1316471835']"
2981,929,1063,22.55,"['1316471835', '1316471701', '1316472146']"
2982,929,1066,33.0,"['1316471835', '1316471856', '1316472149']"
2983,1066,929,33.0,"['1316472149', '1316471856', '1316471835']"
2984,1066,1081,25.4,"['1316472149', '1316471717', '1316472174']"
2985,1081,1066,25.4,"['1316472174', '1316471717', '1316472149']"
2986,1081,918,20.09,"['1316472174', '1316471819']"
2987,918,1081,20.09,"['1316471819', '1316472174']"
2988,1021,1054,6.04,"['1316471998', '1316472130']"
2989,1054,1021,6.04,"['1316472130', '1316471998']"
2990,1054,844,14.56,"['1316472130', '1316471695']"
2991,844,1054,14.56,"['1316471695', '1316472130']"
2992,844,947,4.37,"['1316471695', '1316471866']"
2993,947,844,4.37,"['1316471866', '1316471695']"
2994,947,1050,11.73,"['1316471866', '1316472115']"
2995,1050,947,11.73,"['1316472115', '1316471866']"
2996,1050,922,4.1,"['1316472115', '1316471827']"
2997,922,1050,4.1,"['1316471827', '1316472115']"
2998,922,946,13.42,"['1316471827', '1316471865']"
2999,946,922,13.42,"['1316471865', '1316471827']"
3000,946,921,20.36,"['1316471865', '1316471825']"
3001,921,946,20.36,"['1316471825', '1316471865']"
3002,1221,1113,10.13,"['1316623729', '1316623318']"
3003,1113,1221,10.13,"['1316623318', '1316623729']"
3004,1113,1090,39.98,"['1316623318', '1316623210']"
3005,1090,1113,39.98,"['1316623210', '1316623318']"
3006,1086,1185,52.67,"['1316623189', '1316623274', '1316623577']"
3007,1185,1086,52.67,"['1316623577', '1316623274', '1316623189']"
3008,1092,1097,38.92,"['1316623224', '1316623200', '1316623254']"
3009,1097,1092,38.92,"['1316623254', '1316623200', '1316623224']"
3010,1189,1170,35.75,"['1316623595', '1316623524']"
3011,1170,1189,35.75,"['1316623524', '1316623595']"
3012,1170,1194,42.83,"['1316623524', '1316623208', '1316623665', '7119012117', '1316623204', '1316623618']"
3013,1194,1170,42.83,"['1316623618', '1316623204', '7119012117', '1316623665', '1316623208', '1316623524']"
3014,1194,1124,21.12,"['1316623618', '1316623198', '1316623368']"
3015,1124,1194,21.12,"['1316623368', '1316623198', '1316623618']"
3016,1124,1127,12.86,"['1316623368', '1316623373']"
3017,1127,1124,12.86,"['1316623373', '1316623368']"
3018,1181,1210,51.38,"['1316623569', '1316623678']"
3019,1210,1181,51.38,"['1316623678', '1316623569']"
3020,1167,1130,51.61,"['1316623518', '1316623260', '1316623390', '1316623387']"
3021,1130,1167,51.61,"['1316623387', '1316623390', '1316623260', '1316623518']"
3022,1222,1182,20.79,"['1316623731', '1316623570']"
3023,1182,1222,20.79,"['1316623570', '1316623731']"
3024,1182,1165,31.42,"['1316623570', '1316623507']"
3025,1165,1182,31.42,"['1316623507', '1316623570']"
3026,1099,1196,69.69,"['1316623259', '1316623262', '1316623630']"
3027,1196,1099,69.69,"['1316623630', '1316623262', '1316623259']"
3028,1194,1091,49.21,"['1316623618', '1316623741', '1316623215']"
3029,1091,1194,49.21,"['1316623215', '1316623741', '1316623618']"
3030,1182,1225,87.87,"['1316623570', '1316623662', '1316623742']"
3031,1225,1182,87.87,"['1316623742', '1316623662', '1316623570']"
3032,1172,1110,19.87,"['1316623533', '1316623307']"
3033,1110,1172,19.87,"['1316623307', '1316623533']"
3034,1098,1187,12.63,"['1316623257', '1316623589']"
3035,1187,1098,12.63,"['1316623589', '1316623257']"
3036,1187,1104,12.97,"['1316623589', '1316623283']"
3037,1104,1187,12.97,"['1316623283', '1316623589']"
3038,1104,1136,13.06,"['1316623283', '1316623410']"
3039,1136,1104,13.06,"['1316623410', '1316623283']"
3040,1169,1140,22.54,"['1316623521', '1316623421']"
3041,1140,1169,22.54,"['1316623421', '1316623521']"
3042,1126,1162,47.11,"['1316623372', '1316623499']"
3043,1162,1126,47.11,"['1316623499', '1316623372']"
3044,1089,1120,30.15,"['1316623202', '1316623402', '1316623346']"
3045,1120,1089,30.15,"['1316623346', '1316623402', '1316623202']"
3046,1213,1155,89.08,"['1316623692', '1316623671', '1316623685', '1316623482']"
3047,1155,1213,89.08,"['1316623482', '1316623685', '1316623671', '1316623692']"
3048,1180,1227,23.42,"['1316623568', '1316623745']"
3049,1227,1180,23.42,"['1316623745', '1316623568']"
3050,1174,1226,32.82,"['1316623543', '1316623239', '1316623744']"
3051,1226,1174,32.82,"['1316623744', '1316623239', '1316623543']"
3052,1226,1212,19.07,"['1316623744', '1316623554', '1316623687']"
3053,1212,1226,19.07,"['1316623687', '1316623554', '1316623744']"
3054,1212,46,53.03,"['1316623687', '1316623508', '1316623667', '1316623435', '475975342']"
3055,46,1212,53.03,"['475975342', '1316623435', '1316623667', '1316623508', '1316623687']"
3056,1136,1218,32.99,"['1316623410', '1316623714']"
3057,1218,1136,32.99,"['1316623714', '1316623410']"
3058,1218,2017,7.2,"['1316623714', '6593999668']"
3059,2017,1218,7.2,"['6593999668', '1316623714']"
3060,1207,1199,32.53,"['1316623660', '1316623638']"
3061,1199,1207,32.53,"['1316623638', '1316623660']"
3062,1199,1143,62.81,"['1316623638', '1316623180', '1316623304', '1316623599', '1316623325', '1316623429']"
3063,1143,1199,62.81,"['1316623429', '1316623325', '1316623599', '1316623304', '1316623180', '1316623638']"
3064,24,1218,42.54,"['152848137', '4103690462', '1316623714']"
3065,1218,24,42.54,"['1316623714', '4103690462', '152848137']"
3066,1150,1149,80.33,"['1316623462', '1316623281', '1316623456']"
3067,1149,1150,80.33,"['1316623456', '1316623281', '1316623462']"
3068,1185,1206,15.57,"['1316623577', '1316623659']"
3069,1206,1185,15.57,"['1316623659', '1316623577']"
3070,1206,1173,13.37,"['1316623659', '1316623541']"
3071,1173,1206,13.37,"['1316623541', '1316623659']"
3072,1173,1091,15.16,"['1316623541', '1316623215']"
3073,1091,1173,15.16,"['1316623215', '1316623541']"
3074,1091,1118,37.31,"['1316623215', '1316623361', '1316623339']"
3075,1118,1091,37.31,"['1316623339', '1316623361', '1316623215']"
3076,1134,1121,27.32,"['1316623404', '1316623357']"
3077,1121,1134,27.32,"['1316623357', '1316623404']"
3078,1161,1224,37.24,"['1316623497', '1316623736']"
3079,1224,1161,37.24,"['1316623736', '1316623497']"
3080,1087,1986,30.64,"['1316623192', '3117897472']"
3081,1986,1087,30.64,"['3117897472', '1316623192']"
3082,1137,1110,34.84,"['1316623413', '1316623450', '1316623307']"
3083,1110,1137,34.84,"['1316623307', '1316623450', '1316623413']"
3084,1110,1085,6.61,"['1316623307', '1316623187']"
3085,1085,1110,6.61,"['1316623187', '1316623307']"
3086,1085,1193,14.47,"['1316623187', '1316623616']"
3087,1193,1085,14.47,"['1316623616', '1316623187']"
3088,1193,1112,16.37,"['1316623616', '1316623310']"
3089,1112,1193,16.37,"['1316623310', '1316623616']"
3090,1112,1132,32.39,"['1316623310', '1316623727', '1316623567', '1316623391']"
3091,1132,1112,32.39,"['1316623391', '1316623567', '1316623727', '1316623310']"
3092,1132,1129,13.29,"['1316623391', '1316623385']"
3093,1129,1132,13.29,"['1316623385', '1316623391']"
3094,1129,1219,10.69,"['1316623385', '1316623722']"
3095,1219,1129,10.69,"['1316623722', '1316623385']"
3096,1219,1157,13.82,"['1316623722', '1316623642', '1316623486']"
3097,1157,1219,13.82,"['1316623486', '1316623642', '1316623722']"
3098,1157,1199,15.66,"['1316623486', '1316623638']"
3099,1199,1157,15.66,"['1316623638', '1316623486']"
3100,1199,1192,17.22,"['1316623638', '1316623614']"
3101,1192,1199,17.22,"['1316623614', '1316623638']"
3102,1109,1215,66.1,"['1316623306', '1316623344', '1316623701']"
3103,1215,1109,66.1,"['1316623701', '1316623344', '1316623306']"
3104,1125,1145,38.86,"['1316623371', '1316623255', '1316623338', '1316623433']"
3105,1145,1125,38.86,"['1316623433', '1316623338', '1316623255', '1316623371']"
3106,1204,1187,44.63,"['1316623657', '6594039685', '1316623589']"
3107,1187,1204,44.63,"['1316623589', '6594039685', '1316623657']"
3108,1191,1104,40.66,"['1316623612', '6593999684', '1316623283']"
3109,1104,1191,40.66,"['1316623283', '6593999684', '1316623612']"
3110,1095,1219,15.75,"['1316623235', '1316623722']"
3111,1219,1095,15.75,"['1316623722', '1316623235']"
3112,1219,1208,59.69,"['1316623722', '1316623384', '1316623663']"
3113,1208,1219,59.69,"['1316623663', '1316623384', '1316623722']"
3114,1093,1154,91.74,"['1316623226', '1316623725', '1316623206', '1316623593', '1316623273', '1316623476']"
3115,1154,1093,91.74,"['1316623476', '1316623273', '1316623593', '1316623206', '1316623725', '1316623226']"
3116,1094,1226,41.89,"['1316623230', '1316623707', '1316623744']"
3117,1226,1094,41.89,"['1316623744', '1316623707', '1316623230']"
3118,1122,1183,14.08,"['1316623363', '1316623572']"
3119,1183,1122,14.08,"['1316623572', '1316623363']"
3120,1183,1156,30.03,"['1316623572', '1316623484']"
3121,1156,1183,30.03,"['1316623484', '1316623572']"
3122,1084,1112,60.4,"['1316623185', '1316623310']"
3123,1112,1084,60.4,"['1316623310', '1316623185']"
3124,1184,1141,73.08,"['1316623573', '1316623232', '1316623369', '1316623423']"
3125,1141,1184,73.08,"['1316623423', '1316623369', '1316623232', '1316623573']"
3126,1198,1190,22.54,"['1316623634', '1316623608']"
3127,1190,1198,22.54,"['1316623608', '1316623634']"
3128,1139,1147,115.2,"['1316623419', '1316623610', '1316623442']"
